poi_id,category,lat,lon
90,Mall,37.7017023333,-122.1255892833
91,Grocery,37.7562009333,-122.23326345
92,Corporate Office,37.77278385,-121.9658525667
93,Train Station,37.7521214833,-122.1984076833
94,Stadium,37.7513378048,-122.2011208534
95,Walmart,37.7150520167,-122.17823885
96,24 Hour Fitness,37.9685607583,-122.0619142056
97,American,37.9625814,-121.7331167333
98,Target,37.9637564222,-121.7382144928
99,24 Hour Fitness,37.7737828833,-121.97071365
100,Old Navy,37.9702774936,-122.056485875
101,Costco,37.7828644167,-121.9733837833
102,Chipotle,38.0047903778,-122.5448191166
103,Grocery,37.7574580545,-122.2507631779
104,Theatre,37.94505185,-121.7405244167
105,Bookstore,37.8255348167,-122.2534504833
106,Ice Cream,37.8572445598,-122.253151685
107,Costco,37.5617360167,-122.2746984667
108,Brewery / Microbrewery,37.56081615,-122.2824995333
109,Mall,37.89655565,-122.0586419
110,Apparel,37.8950472716,-122.0579863665
111,Nordstrom,37.8970722921,-122.0582985878
112,Target,37.97715755,-122.0665404
113,Starbucks,37.7319493785,-122.1395319497
114,Corporate Office,37.8326897743,-122.2828772664
115,Subway,37.8446255167,-122.25121965
116,Subway,37.8286649667,-122.2670889833
117,Subway,37.80458895,-122.2945486667
118,Theatre,37.7824258006,-122.4109125137
119,Grocery,37.6797909333,-122.0841746833
120,Grocery,37.6963561833,-122.0744728
121,Target,37.6670486868,-122.1188526099
122,Mall,37.9697332167,-122.05734015
123,American,37.9705322833,-122.0560924
124,Grocery,37.8197277131,-121.997881959
125,Starbucks,37.6871981667,-122.1297305833
126,In-N-Out Burger,37.687976079,-122.1301538422
127,Mall,37.6952397333,-121.9289296667
128,Men's Apparel,37.6945515,-121.9285065
129,Airport,32.7318769977,-117.2019767761
130,Bridge,32.7314437868,-117.1545553207
131,City Park,32.7308300678,-117.1430969238
132,Theatre,32.7321500667,-117.1520623833
133,Garden,32.7323501833,-117.1493757833
134,Mexican,37.7376279659,-122.2407692671
135,Mexican,37.9615517333,-122.0547062167
136,Costco,38.0085066167,-121.8364883333
137,Costco,37.5010978003,-121.9734451452
138,Mexican,37.8335053625,-122.2919297218
139,Pizza,37.8337510964,-122.2925949097
140,Crafts & Creative,37.8292254667,-122.2855798333
141,Costco,37.9576319333,-122.03321815
142,Grocery,37.4327209167,-122.1273957667
143,In-N-Out Burger,37.7790261,-121.9771419167
144,Best Buy,37.9348545167,-122.0592755167
145,In-N-Out Burger,38.0052249833,-121.8363698333
146,Burgers,37.5672715667,-122.32078825
147,Airport,37.6163560649,-122.3861503601
148,Other - Airport,37.6139424584,-122.3919224739
149,Terminal,37.6141838226,-122.389690876
150,Chipotle,37.5539423667,-122.25721965
151,Chipotle,37.7064157333,-121.92923855
152,Mexican,37.7616636667,-121.9624844
153,Apple Store,37.89691735,-122.0599583333
154,Barnes & Noble,37.896378053,-122.0601332188
155,Subway,37.8786049966,-122.1836274862
156,Subway,38.0189196864,-121.944476366
157,Ice Cream,37.7638614167,-122.2431564167
158,Performing Arts,37.7777873903,-122.4202466011
159,Plaza / Square,38.292538611,-122.457690239
160,Vineyard,38.2148422167,-122.4567410833
161,Vineyard,38.2080886333,-122.4524349167
162,Subway,37.7747544833,-122.2240783167
163,Canal / Waterway,37.7777365104,-122.3888969421
164,Mexican,37.7777661904,-122.3910909891
165,Stadium,37.7783555476,-122.3894011974
166,Sushi,37.7547737333,-122.25047015
167,Castle,37.6923751667,-121.9210553167
168,Luxury Hotel,37.6489804167,-121.7776382167
169,Doctor's Office,37.6493346492,-121.7770309852
170,Antiques,37.6492970191,-121.7769958863
171,Health & Fitness,37.69209795,-121.9210778667
172,Bed & Breakfast,37.64932085,-121.7773442167
173,Starbucks,37.67899205,-121.7777198167
174,Grocery,37.7061052228,-121.9272458553
175,Resort,37.6917178492,-121.9225543104
176,Food & Foodies,37.6800837,-121.7772332167
177,Victorian,37.64915062,-121.777582952
178,Ultra-lounge,35.3484337667,-119.01766395
179,Castle,35.3267836,-119.0730719167
180,Courthouse,35.3741255318,-119.0162641502
181,Coffee Shop,35.3772662833,-119.0201305833
182,Castle,35.4002485167,-118.9730358667
183,Asian,35.3746415833,-119.0159290667
184,Bookstore,35.3555456167,-119.0572763667
185,Furniture,35.348475,-119.0176881833
186,Stadium,35.3986650167,-119.15717255
187,Dessert,35.3846524667,-119.02361585
188,Chipotle,35.3542304298,-119.0574031003
189,In-N-Out Burger,35.3545286572,-119.0579608083
190,Bus Station,34.2089512667,-118.48283395
191,Diner,34.1837796039,-118.8848800659
192,Mall,34.18470185,-118.8871095333
193,City Park,34.2197864333,-118.9078549833
194,Costco,33.8029069,-118.1646152833
195,Other - Architecture,34.0332278843,-118.2212325702
196,24 Hour Fitness,34.2638367,-118.79520545
197,24 Hour Fitness,34.17026764,-118.83483052
198,Trader Joe's,34.2186772167,-118.8691214833
199,Target,34.2617476574,-119.2372369766
200,Costco,34.28269052,-118.7962768
201,Train Station,34.2546047532,-118.6015754339
202,Live Music,34.1120888074,-118.3391046524
203,Costco,34.1527703337,-118.7958000863
204,Traditional Art Museum,34.0774474692,-118.4744918346
205,In-N-Out Burger,34.2803804333,-118.86569145
206,Target,34.2789748833,-118.86786715
207,Technology,34.2255068667,-119.1508542833
208,Pub,34.0450277938,-118.2658803463
209,Stadium,34.0430230998,-118.2671570778
210,Mall,34.21463215,-119.0672697333
211,Target,34.2169302312,-119.0728068352
212,Disneyland Resort,33.8136606658,-117.9189097881
213,Disneyland Resort,33.81353,-117.9188807
214,Disneyland Resort,33.81369495,-117.91831965
215,Disneyland Resort,33.8134021573,-117.9189634323
216,Disneyland Resort,33.8134756986,-117.9182901978
217,Disneyland Resort,33.8137698667,-117.9180142
218,Historic Landmark,33.8132496333,-117.91896855
219,American,33.8136128667,-117.9193799667
220,Disneyland Resort,33.8130281722,-117.9189394534
221,Disneyland Resort,33.8138032667,-117.9195194167
222,Disneyland Resort,33.8131244667,-117.9189779
223,Toys & Games,33.8143496167,-117.9181773
224,Train Station,33.8145668474,-117.9185267556
225,Disneyland Resort,33.8145469,-117.9189912
226,Disneyland Resort,33.8129882167,-117.9184636833
227,Plaza / Square,33.81452673,-117.91821992
228,Disneyland Resort,33.8130678779,-117.9178744555
229,Disneyland Resort,33.8127581112,-117.9189741611
230,BBQ,33.8142792167,-117.9198839667
231,Disneyland Resort,33.8122683167,-117.9223747333
232,Disneyland Resort,33.8125168333,-117.9225179
233,American,33.8126048833,-117.9225509833
234,Candy Store,33.8123184167,-117.92314545
235,Disneyland Resort,33.8117820043,-117.9220962524
236,French,33.8114615823,-117.9213553667
237,Disneyland Resort,33.8112114892,-117.9208275676
238,Fine Dining,33.8111038208,-117.9208679199
239,Fine Dining,33.8111574333,-117.9212448667
240,Disneyland Resort,33.8114147167,-117.92051085
241,Apparel,33.8114906333,-117.9213336333
242,American,33.8116371473,-117.9206585884
243,Other - Shopping,33.8114220871,-117.9214219232
244,Other - Nightlife,33.8114382138,-117.9214207245
245,American,33.8116580796,-117.9211516725
246,Disneyland Resort,33.8112137178,-117.9202026129
247,Disneyland Resort,33.80520635,-117.9227185333
248,Disneyland Resort,33.80675975,-117.9180075667
249,Other - Shopping,33.8075810167,-117.9180271333
250,Hot Dogs & Sausages,33.80762815,-117.9180391
251,Disneyland Resort,33.807491905,-117.9177188873
252,Disneyland Resort,33.8068249,-117.9187722833
253,Theatre,33.8076988504,-117.918049763
254,Disneyland Resort,33.8062583667,-117.9180790333
255,Disneyland Resort,33.8065023658,-117.9191994667
256,Disneyland Resort,33.8068790161,-117.9171583056
257,Disneyland Resort,33.8075988815,-117.917034924
258,Disneyland Resort,33.8078529502,-117.9178610444
259,Disneyland Resort,33.8079736333,-117.91731255
260,Apparel,33.80657315,-117.9194138167
261,Cineplex,33.8063597286,-117.9123973846
262,Disneyland Resort,33.812105146,-117.9183089733
263,Disneyland Resort,33.8122009739,-117.9179549217
264,Dancefloor,33.8126564,-117.91945695
265,Disneyland Resort,33.8113741756,-117.9198914766
266,Sculpture,33.81206215,-117.9189991667
267,Disneyland Resort,33.8120650319,-117.9190063477
268,Disneyland Resort,33.812049432,-117.9179871082
269,Toys & Games,33.8122165738,-117.9175391793
270,Tattoo Parlor,33.8050620333,-117.9222322167
271,Disneyland Resort,33.8050133167,-117.9224886167
272,Disneyland Resort,33.8051831333,-117.9224151167
273,Disneyland Resort,33.8047539167,-117.9212462167
274,American,33.80683588,-117.92342418
275,Disneyland Resort,33.8077682607,-117.9225468636
276,Disneyland Resort,33.8061814318,-117.9245960712
277,Courthouse,36.329797,-119.66638095
278,Brewery / Microbrewery,36.8081040833,-119.7745754833
279,Mall,36.8069711827,-119.7741211738
280,Apple Store,36.8069711827,-119.7741211738
281,Fountain,36.80760255,-119.77631045
282,Women's Apparel,36.8079670833,-119.77429345
283,Urban Outfitters,36.8081885785,-119.7761220564
284,Mall,36.8070015833,-119.7787641833
285,Best Buy,36.8462202104,-119.7908224716
286,Airport,36.7698126524,-119.7201418877
287,Airport,33.9435379571,-118.4071683884
288,Terminal,33.9418290408,-118.3995723724
289,Mexican,33.9886963477,-118.3963358238
290,Sushi,36.8371513333,-119.77052455
291,Mexican,36.8474471569,-119.7920948267
292,Starbucks,36.8470591167,-119.7893374667
293,Mexican,36.8463425833,-119.7891560333
294,Farmers Market,36.8480594333,-119.78888775
295,American,36.8473058,-119.7906552
296,Target,36.8462477174,-119.7904674523
297,Other - Architecture,33.8141482833,-117.9246720333
298,Other - Entertainment,33.8095511795,-117.9189741611
299,Terminal,33.9461902696,-118.4011816978
300,Seafood,36.8519342,-119.793936
301,Beach,35.1388179016,-120.6429183483
302,Italian,36.8084330689,-119.7048373912
303,Corporate Office,37.3782399058,-122.0324850082
304,Drugstore & Pharmacy,36.9653749886,-122.04251647
305,Duplex,36.9648242833,-122.0425219833
306,South American / Latin,36.9675884833,-122.0390961833
307,Other - Parks,36.7720943833,-121.6833575667
308,Mall,36.7170439833,-121.6568958333
309,Peet's Coffee,36.98116455,-121.9560697333
310,Bakery,36.97848615,-121.9525757833
311,The Home Depot,36.9852528833,-121.9635924
312,Coffee Shop,36.9768152333,-122.0327888667
313,Mediterranean,36.9670326833,-122.03953445
314,Bridge,37.3879092333,-122.06856685
315,Technology,37.3906033667,-122.0672343833
316,Asian,37.37452805,-122.0552467667
317,Wine & Spirits,37.3749915749,-122.0573490858
318,Other - College & Education,37.3763398333,-122.0623695333
319,In-N-Out Burger,37.3804219167,-122.0739052833
320,Drugstore & Pharmacy,37.3794009167,-122.0748161333
321,Walgreens,37.3801177043,-122.0724608194
322,Grocery,37.3786027833,-122.0712772
323,Mexican,37.3759695333,-122.06128595
324,Sandwich Shop,37.3736359306,-122.0568072796
325,Corporate Office,37.38730955,-122.05498245
326,Corporate Office,37.3920571833,-122.0706892833
327,Mexican,37.3915628667,-122.0728781
328,Corporate Office,37.3924003833,-122.0728800333
329,Corporate Office,37.3924173167,-122.0728189333
330,Corporate Office,37.3922163547,-122.0726430416
331,Grocery,37.3726885167,-122.0578637
332,Starbucks,37.3726433167,-122.05805255
333,Bakery,37.3720217833,-122.05766115
334,Mexican,37.3719057167,-122.05754425
335,Sushi,37.3718965775,-122.0575475693
336,Starbucks,37.3526494833,-122.0513170333
337,Modern Hotel,37.3351953291,-122.0327183355
338,Corporate Office,37.3327248795,-122.0328605175
339,Sandwich Shop,37.3315113648,-122.0326727629
340,Corporate Office,37.3291930495,-122.0330858231
341,Chipotle,37.31730115,-122.0329670333
342,Mexican,37.3153799333,-122.0328126667
343,Pub,37.30655,-122.03252095
344,Starbucks,37.2587138,-122.0324012
345,Breakfast,37.2283618,-121.9811706
346,Pub,37.2277867833,-121.9819461833
347,Sandwich Shop,37.22609765,-121.9825503167
348,Dive Bar,37.2255323078,-121.9825122951
349,Coffee Shop,37.2232766574,-121.9835724365
350,Mexican,37.2231706,-121.9836353833
351,Apple Store,37.2232997333,-121.9835186
352,Pub,37.2228696167,-121.9836554
353,Pizza,37.2226760167,-121.9840708833
354,Mediterranean,37.2226205333,-121.9840553667
355,Burgers,37.2224189667,-121.9838947167
356,Candy Store,37.2239585333,-121.9835714667
357,Plaza / Square,37.2219734535,-121.9839155674
358,Other - Travel & Lodging,37.1455299667,-121.9842830667
359,Other - Travel & Lodging,37.1342547333,-121.982558
360,Sushi,36.9652777333,-122.0410820833
361,Starbucks,37.0614657874,-122.0070254803
362,Terminal,37.3695091644,-121.9295632839
363,Peet's Coffee,37.3691612537,-121.9286463061
364,Airport,37.3664565757,-121.9263339043
365,Sports Bar,37.3689797279,-121.9284143503
366,Bakery,37.3687810111,-121.9280380058
367,American,37.370269836,-121.9297895552
368,Gate,37.3709385214,-121.93082477
369,Whole Foods,36.9743907333,-121.9639081333
370,Mall,36.9759042813,-121.9659673119
371,Costco,36.98431775,-122.0335630167
372,Victorian,37.3181955398,-121.9511443377
373,Starbucks,37.2928104472,-121.9306214154
374,Whole Foods,37.29290875,-121.93071455
375,Italian,37.321804675,-121.9478023052
376,Vegetarian / Vegan,36.9692403,-122.0246272833
377,Post Office,37.3777097167,-122.0320705167
378,Thai,37.3530642667,-122.0318631667
379,Pub,37.37664745,-122.0302153833
380,Mediterranean,37.376225329,-122.0302958063
381,Italian,37.3764048667,-122.02990935
382,Coffee Shop,37.3762435833,-122.0304382333
383,Thai,37.3764726928,-122.0302969746
384,Corporate Office,36.97544205,-122.02614235
385,Corporate Office,37.78045006,-122.3967933655
386,Convention Center,37.7832313449,-122.4037456512
387,Mexican,37.7649000667,-122.4210535167
388,Corporate Office,37.7809375167,-122.39555155
389,Church,37.2587350703,-122.0307040215
390,Other - Food,37.3770660333,-122.0299637
391,Farmers Market,33.4953304833,-117.1510389833
392,Target,33.5062204,-117.1463799333
393,Apple Store,33.5236672667,-117.1527675833
394,Accessories,33.5242399,-117.1531856833
395,Pub,33.5240903333,-117.1533196667
396,Women's Apparel,33.5227747043,-117.1551132202
397,Modern,33.613405617,-117.096676383
398,Starbucks,33.4752995667,-117.1277835333
399,Contemporary Church,33.47815375,-117.11417145
400,Victorian,33.554798967,-117.122867883
401,Pool / Waterpark,33.557049733,-117.125263233
402,Castle,33.6344879083,-117.2239387035
403,Soccer Field,33.6334338432,-117.2292494774
404,Apartment,33.51927455,-117.14893125
405,Gas & Automotive,33.6272586667,-117.27498515
406,Starbucks,34.1652598333,-117.2790392333
407,Traditional Art Museum,33.981089847,-117.3741316795
408,Other - Art & Culture,33.98161959,-117.374300477
409,Apparel,33.6814075237,-117.1722149849
410,Corporate Office,33.594427967,-117.109985383
411,Other - College & Education,33.5274351833,-117.1119412333
412,Fire Station,34.01223495,-117.4480673
413,Other - Architecture,34.0020120459,-117.8334760666
414,Technology,34.03047824,-118.0069935322
415,Other - Parks,34.045277,-118.056946
416,Karaoke,34.0293672667,-118.41144855
417,Stadium,34.0506997167,-118.4475363167
418,University,34.0701868953,-118.4454917908
419,Stadium,34.06983165,-118.44620485
420,Sculpture,34.0710879833,-118.4450271833
421,Bookstore,34.06941294,-118.44527608
422,Other - Food,34.0697171333,-118.4438529333
423,Library,34.0721967072,-118.4425349188
424,Modern Hotel,34.0637539203,-118.4412370396
425,Antique Hotel,34.0632724577,-118.4413887902
426,In-N-Out Burger,34.0626460833,-118.44790895
427,Government,34.0564105345,-118.4484314919
428,Corporate Office,34.0673177667,-118.4093245333
429,Bakery,34.0697622167,-118.4057736333
430,Library,34.07304525,-118.3996582
431,Police Station,34.0735729,-118.4002350167
432,Four Seasons,34.0729167221,-118.3897155596
433,Corporate Office,34.0761811348,-118.3941704035
434,Mall,34.0748712311,-118.3786528014
435,Mall,34.0747548198,-118.3757007122
436,Hospital,34.0751280634,-118.3809041977
437,American,34.0755943333,-118.3840224833
438,Doctor's Office,34.068236885,-118.38374104
439,Other - Entertainment,34.0662957158,-118.3825309068
440,Theatre,34.0671492511,-118.3873369744
441,Modern Hotel,34.06759911,-118.39719301
442,Four Seasons,34.0669512667,-118.40064525
443,American,34.0607828167,-118.3988869167
444,Modern Hotel,34.0592023833,-118.39710445
445,Golf Course,34.0513111667,-118.4062165833
446,Cineplex,34.0232136426,-118.3940792084
447,Starbucks,34.0308246255,-118.4014171133
448,Condo,34.0287621795,-118.4022545815
449,Apartment,34.0284954312,-118.3988964558
450,Other - Travel & Lodging,34.0312695723,-118.4335184097
451,Toys & Games,34.0399673,-118.4424542667
452,Rec Center,34.0583648682,-118.4451217651
453,Hall,34.0729004667,-118.4426224
454,Hall,34.0737433126,-118.4438636799
455,Law School,34.0722916333,-118.4393468167
456,Modern,34.0765143825,-118.429312706
457,Campus Commons,34.0729524333,-118.4500231
458,Gas & Automotive,34.0472985,-118.4453144167
459,Corporate Office,34.0311562167,-118.4629187833
460,Corporate Office,34.0276681833,-118.4742522833
461,Corporate Office,34.0255903721,-118.4745294104
462,Corporate Office,34.0302470629,-118.4732580185
463,Bridge,34.0381689659,-118.2740020752
464,Mall,33.9957749873,-117.9277336421
465,Other - Entertainment,33.99345965,-117.9129417167
466,Trader Joe's,33.0471070667,-117.2559589167
467,Health & Fitness,32.9869688786,-117.2709310055
468,Library,33.0459550833,-117.29057025
469,Farmers Market,33.0577681,-117.2970349833
470,Beach,33.0481886833,-117.29727385
471,Mexican,33.0477710637,-117.2941364267
472,Train Station,32.7547572167,-117.1998099667
473,Train Station,32.7173542599,-117.1699297428
474,Starbucks,32.73925316,-117.17880833
475,Asian,33.12539095,-117.3226781
476,Terminal,32.7303246489,-117.1914947033
477,Starbucks,33.9410842776,-118.4068185159
478,Pub,33.040532109,-117.2927637656
479,Resort,33.0924428833,-117.2653906167
480,Wine Bar,33.5256364667,-117.0779729
481,Starbucks,33.5877817333,-117.7211421667
482,Airport,33.6791130406,-117.8612744808
483,Mexican,32.7525797,-117.1941313833
484,Historic Landmark,32.7553852667,-117.19741595
485,Convention Center,32.7063861753,-117.1615934372
486,Starbucks,32.7113965167,-117.1611849833
487,Steakhouse,32.7075835664,-117.1601389013
488,Convention Center,32.7063861753,-117.1615934372
489,Convention Center,32.7076139456,-117.1638894081
490,Other - Entertainment,32.70788,-117.160558
491,Stadium,32.7070090903,-117.157087326
492,Apparel,37.61467,-122.3851
493,Other - Nightlife,32.7136548167,-117.1601127167
494,Toys & Games,32.708905,-117.158892
495,Mall,32.7136713004,-117.1627092361
496,Other - Art & Culture,32.715521826,-117.1612501144
497,Stadium,33.8001102021,-117.8829145432
498,Fountain,36.1128126641,-115.1738834381
499,Other - Architecture,36.1080021225,-115.1740765572
500,Casino,36.1089209154,-115.15386343
501,Airport,36.0848987512,-115.1490783691
502,Casino,36.1131073544,-115.1767587662
503,Mall,36.0680762656,-115.1762866974
504,Apple Store,36.0678160958,-115.1756536961
505,Grocery,36.12553585,-115.19517825
506,Casino,36.1099003714,-115.1703965664
507,Technology,36.06501488,-115.1749670506
508,Asian,36.1250917833,-115.1937687667
509,Mall,36.1252604333,-115.19530525
510,Mall,36.1634658025,-115.1574575901
511,Cineplex,36.2940821121,-115.1780622215
512,Church,36.2483635347,-115.2257738185
513,Sushi,36.11137312,-115.17325425
514,Asian,36.11194068,-115.17702025
515,Casino,36.2496723743,-115.2447795868
516,Mall,36.1076120657,-115.1738512516
517,Casino,36.1074733783,-115.1771664619
518,Bakery,36.1120065939,-115.1764047146
519,Casino,36.1561722415,-115.3335499763
520,Basketball Court,36.2818433,-115.2642262
521,Cineplex,36.1144401587,-115.1948835017
522,Luxury Hotel,36.0931352536,-115.1767909527
523,Casino,36.0919648559,-115.1748490334
524,Aquarium,36.0891787833,-115.17682595
525,Beach,36.090109523,-115.1758682728
526,Luxury Hotel,36.1207515803,-115.1739692688
527,Modern Hotel,36.1732665697,-115.1450426746
528,Casino,36.2923841348,-115.1843927062
529,Nature Preserve,36.1709798167,-115.1907337667
530,Cineplex,36.28832614,-115.18391942
531,Cineplex,36.068171661,-115.1783144474
532,Resort,32.7740623833,-117.23657485
533,Theme Park,32.7642715944,-117.2266530991
534,Casino,36.1023071005,-115.169634819
535,Gate,37.6128546101,-122.3848843575
536,Terminal,37.6133560422,-122.3849487305
537,Rental Car,37.6281201833,-122.4011492667
538,Post Office,37.7776018912,-122.4174164203
539,Library,37.7790593782,-122.4158799648
540,City Park,37.7696970351,-122.4595355988
541,Historic Landmark,37.7784053672,-122.3909582198
542,Corporate Office,37.7792271,-122.39021275
543,Sports & Outdoors,37.7776008303,-122.3907959461
544,Corporate Office,37.7795723879,-122.3901391287
545,Subway,37.8527454,-122.2700615
546,Other - Shopping,37.4491267236,-122.1747761965
547,Peet's Coffee,37.44960825,-122.17810415
548,Other - College & Education,37.4293469571,-122.1662716077
549,University,37.426615702,-122.1727752686
550,Stadium,37.4322933333,-122.16295575
551,Rec Center,37.4301599865,-122.1617567539
552,Soccer Stadium,37.4334229654,-122.157561779
553,Corporate Office,37.4170804668,-122.152445284
554,Corporate Office,37.4157602871,-122.1525514126
555,Apple Store,37.3314799167,-122.0306735
556,Corporate Office,37.3318803266,-122.0296311378
557,Corporate Office,37.419743913,-122.088779211
558,Corporate Office,37.4223555227,-122.0880496502
559,Corporate Office,37.4227132532,-122.083418069
560,Corporate Office,37.4221276333,-122.08800705
561,Other - Food,37.4223861397,-122.0855780693
562,Corporate Office,37.42028825,-122.08554095
563,Gym,37.4225924124,-122.0872399489
564,Mexican,37.4213424002,-122.0849164547
565,Other - Food,37.421423446,-122.0844192907
566,Corporate Office,37.4226258333,-122.0718566167
567,Corporate Office,37.4233779879,-122.0709478855
568,Corporate Office,37.4134595667,-122.0625948167
569,Live Music,37.4246370667,-122.0805501833
570,Other - Food,37.4198651076,-122.0829700105
571,City Park,37.42093795,-122.0817427667
572,Corporate Office,37.7825583,-122.4001254333
573,Corporate Office,37.7820866214,-122.4006128311
574,Corporate Office,37.7820701924,-122.401086241
575,Corporate Office,37.77942505,-122.3936489167
576,Corporate Office,37.7831635099,-122.4076187611
577,Coffee Shop,37.7826046833,-122.4076080167
578,Corporate Office,37.7831157,-122.4074802249
579,Italian,37.7831858833,-122.3981536833
580,Other - Entertainment,37.7833246179,-122.4022650719
581,Technology,37.7826828929,-122.4034981629
582,Toys & Games,37.7746277833,-122.4095212
583,Corporate Office,37.7826583333,-122.4063205667
584,Coffee Shop,37.7770878167,-122.40837105
585,Corporate Office,37.7826062833,-122.40647605
586,History Museum,37.7827870833,-122.4066638833
587,City Hall,37.7792713741,-122.4192380905
588,Performing Arts,37.7786014651,-122.420348525
589,Government,37.7783726833,-122.41835515
590,Special Event,37.7796105662,-122.4206972122
591,Gallery,34.0479099869,-118.2338712347
592,Dive Bar,34.0994428167,-118.2594652
593,Asian,34.1000185667,-118.2591063167
594,Pub,34.0992494667,-118.2592154167
595,Hot Dogs & Sausages,34.0456173,-118.2359915333
596,Ultra-lounge,34.1252416833,-118.26471405
597,Bar,34.0471768634,-118.2497677856
598,Brewery / Microbrewery,34.03038935,-118.3846400333
599,Brewery / Microbrewery,34.0623570167,-118.4471619333
600,In-N-Out Burger,34.1849722794,-118.3160805702
601,AMC Theatre,34.1816417974,-118.3117112517
602,AMC Theatre,34.1367941694,-118.3527439703
603,Other - Nightlife,34.0495513333,-118.2395705833
604,Asian,34.1455771974,-118.1526589394
605,IKEA,34.1854116003,-118.3137631416
606,Asian,34.0659105333,-118.23804415
607,Sports Bar,34.0455477833,-118.2582906667
608,Cineplex,34.0980173707,-118.2867463258
609,Mexican,34.0976608667,-118.2859633333
610,Dancefloor,34.0774510333,-118.260028
611,Pub,34.1212602,-118.2061061333
612,Dancefloor,34.0505079833,-118.24947175
613,Stadium,34.0734129064,-118.2402169704
614,Ultra-lounge,34.0748003204,-118.2530089845
615,Mexican,34.0488459158,-118.2383823395
